name	link	tuits	retuits	rteados	followers	following	status	location	Walktrap
@Acp84Toni	<a href="https://twitter.com/Acp84Toni" target="_blank">Acp84Toni</a>	5	0	1	1907	1927	25074	L'Hospitalet de Llobregat	018
@acrocket1	<a href="https://twitter.com/acrocket1" target="_blank">acrocket1</a>	1	0	1	383	1526	2150	Amposta	009
@ADALL14	<a href="https://twitter.com/ADALL14" target="_blank">ADALL14</a>	3	0	1	109	403	2588		009
@adammajo	<a href="https://twitter.com/adammajo" target="_blank">adammajo</a>	3	0	1	2488	1808	12838	Manresa/Berga	041
@Adeu_Fascistas	<a href="https://twitter.com/Adeu_Fascistas" target="_blank">Adeu_Fascistas</a>	2	0	1	19	44	799	Manresa Catalunya lı★ıl	113
@ADF175Esparregu	<a href="https://twitter.com/ADF175Esparregu" target="_blank">ADF175Esparregu</a>	9	0	1	392	331	7353	Esparreguera, Espanya	053
@adhucat	<a href="https://twitter.com/adhucat" target="_blank">adhucat</a>	1	0	1	282	703	2109	Vilanova i la Geltrú	003
@adosc	<a href="https://twitter.com/adosc" target="_blank">adosc</a>	0	1	0					297
@AdrConde	<a href="https://twitter.com/AdrConde" target="_blank">AdrConde</a>	1	0	1	90	127	342		120
@Adri36_	<a href="https://twitter.com/Adri36_" target="_blank">Adri36_</a>	1	0	1	677	852	17064	Madrid,Getafe-Hinojal	338
@adriaaubert	<a href="https://twitter.com/adriaaubert" target="_blank">adriaaubert</a>	1	1	0	82	202	295		292
@Adriadv14	<a href="https://twitter.com/Adriadv14" target="_blank">Adriadv14</a>	1	0	1	1	7	5	Sabadell, España	229
@adrianasala9	<a href="https://twitter.com/adrianasala9" target="_blank">adrianasala9</a>	9	0	1	42	176	2464	Barcelona	009
@adribrk	<a href="https://twitter.com/adribrk" target="_blank">adribrk</a>	1	0	1	93	359	507	Països Catalans	026
@AdriRodergues	<a href="https://twitter.com/AdriRodergues" target="_blank">AdriRodergues</a>	3	0	1	558	343	30721	Sin City	004
@aebadia	<a href="https://twitter.com/aebadia" target="_blank">aebadia</a>	16	0	1	1055	817	13454	Badia del Vallès	127
@AEiGPareClaret	<a href="https://twitter.com/AEiGPareClaret" target="_blank">AEiGPareClaret</a>	0	1	0					289
@afont07	<a href="https://twitter.com/afont07" target="_blank">afont07</a>	1	0	1	319	259	917		009
@AForcades	<a href="https://twitter.com/AForcades" target="_blank">AForcades</a>	4	0	1	864	1977	3062	Catalunya	005
@AfricaVG	<a href="https://twitter.com/AfricaVG" target="_blank">AfricaVG</a>	4	0	1	20	231	1888		009
@AgalloCat	<a href="https://twitter.com/AgalloCat" target="_blank">AgalloCat</a>	2	0	1	995	1656	4739	Viladecans Catalunya	058
@agarcialoz	<a href="https://twitter.com/agarcialoz" target="_blank">agarcialoz</a>	1	0	1	106	117	5595		003
@AgataBuxade	<a href="https://twitter.com/AgataBuxade" target="_blank">AgataBuxade</a>	5	0	1	173	517	9667	Barcelona	009
@Agents_Rurals	<a href="https://twitter.com/Agents_Rurals" target="_blank">Agents_Rurals</a>	1	42	0	21855	901	16707	.cat	019
@agimeneznavarro	<a href="https://twitter.com/agimeneznavarro" target="_blank">agimeneznavarro</a>	2	0	1	681	2328	13861	Barcelona	009
@AgnesFerre	<a href="https://twitter.com/AgnesFerre" target="_blank">AgnesFerre</a>	1	0	1	353	146	1778	La Bisbal del Penedès	036
@agontan	<a href="https://twitter.com/agontan" target="_blank">agontan</a>	1	0	1	516	376	3243		027
@aguariki	<a href="https://twitter.com/aguariki" target="_blank">aguariki</a>	1	0	1	0	29	39		185
@aguilar1_luisa	<a href="https://twitter.com/aguilar1_luisa" target="_blank">aguilar1_luisa</a>	4	0	1	484	1060	15931	Barcelona /  Catalunya	003
@agus_tiniko	<a href="https://twitter.com/agus_tiniko" target="_blank">agus_tiniko</a>	4	0	1	42	210	2290	Badalona, España	009
@agusti_cc	<a href="https://twitter.com/agusti_cc" target="_blank">agusti_cc</a>	2	0	1	9	110	831	aqui	009
@Agustin_Guil	<a href="https://twitter.com/Agustin_Guil" target="_blank">Agustin_Guil</a>	15	0	2	12	28	1295		012
@ahernandez094	<a href="https://twitter.com/ahernandez094" target="_blank">ahernandez094</a>	9	0	1	137	109	38968	Cerdanyola del Vallès	027
@AhotsaInfo	<a href="https://twitter.com/AhotsaInfo" target="_blank">AhotsaInfo</a>	18	2	0	16640	1024	55586	Nafarroa - Euskal Herria	045
@aiatsagusti	<a href="https://twitter.com/aiatsagusti" target="_blank">aiatsagusti</a>	1	0	1	630	1087	4390		269
@aiguaifang	<a href="https://twitter.com/aiguaifang" target="_blank">aiguaifang</a>	5	0	1	1512	793	36542		084
@AIllamola	<a href="https://twitter.com/AIllamola" target="_blank">AIllamola</a>	4	0	1	425	984	1470	Catalunya	242
@aiolga	<a href="https://twitter.com/aiolga" target="_blank">aiolga</a>	1	0	1	96	621	1033	Barcelona	013
@AirForceJoan	<a href="https://twitter.com/AirForceJoan" target="_blank">AirForceJoan</a>	1	1	1	753	529	42115	PPCC	187
@AitorTelle13	<a href="https://twitter.com/AitorTelle13" target="_blank">AitorTelle13</a>	6	0	1	402	1494	802	Deba,Gipuzkoa,Nabarra(7ak 1)	003
@AjuntamentTora	<a href="https://twitter.com/AjuntamentTora" target="_blank">AjuntamentTora</a>	2	0	1	281	47	1594	Torà, Catalunya	091
@Alaillaj	<a href="https://twitter.com/Alaillaj" target="_blank">Alaillaj</a>	11	0	2	849	1283	17315	Barcelona, Catalunya	028
@alain_gp	<a href="https://twitter.com/alain_gp" target="_blank">alain_gp</a>	5	0	1	11	32	2532	Catalunya	009
@AlamoAmor	<a href="https://twitter.com/AlamoAmor" target="_blank">AlamoAmor</a>	1	0	1	272	790	5371		003
@Alb_Puig	<a href="https://twitter.com/Alb_Puig" target="_blank">Alb_Puig</a>	12	0	1	333	1013	11436	Montornès del Vallès	091
@Alba_87_	<a href="https://twitter.com/Alba_87_" target="_blank">Alba_87_</a>	0	2	0					011
@Alba_garriga	<a href="https://twitter.com/Alba_garriga" target="_blank">Alba_garriga</a>	0	1	0					293
@albaverges	<a href="https://twitter.com/albaverges" target="_blank">albaverges</a>	9	0	1	5610	2310	21267	Igualada(Barcelona)CATALUNYA	084
@AlberdiIbarra	<a href="https://twitter.com/AlberdiIbarra" target="_blank">AlberdiIbarra</a>	15	0	1	195	243	16941		327
@AlberoNolla	<a href="https://twitter.com/AlberoNolla" target="_blank">AlberoNolla</a>	5	0	1	78	222	495	Barcelona, Cataluña	012
@Albert_44062	<a href="https://twitter.com/Albert_44062" target="_blank">Albert_44062</a>	22	0	1	48	173	3404	Sabadell, Espanya	104
@albert_grimau	<a href="https://twitter.com/albert_grimau" target="_blank">albert_grimau</a>	0	2	0					047
@albert_orta	<a href="https://twitter.com/albert_orta" target="_blank">albert_orta</a>	36	0	1	1903	4994	31332	Terrassa	005
@albert_p_xaus	<a href="https://twitter.com/albert_p_xaus" target="_blank">albert_p_xaus</a>	3	0	1	235	550	806	castelldefels, barcelona	009
@Albert_Pijuan	<a href="https://twitter.com/Albert_Pijuan" target="_blank">Albert_Pijuan</a>	4	0	1	178	208	4437	som-hi	004
@albertAEPDA	<a href="https://twitter.com/albertAEPDA" target="_blank">albertAEPDA</a>	11	0	2	1193	1006	73252		009
@albertdiaz_fer	<a href="https://twitter.com/albertdiaz_fer" target="_blank">albertdiaz_fer</a>	3	0	1	498	1178	1280	Barcelona	009
@AlbertFBT	<a href="https://twitter.com/AlbertFBT" target="_blank">AlbertFBT</a>	4	0	1	243	544	6387		009
@albertguista	<a href="https://twitter.com/albertguista" target="_blank">albertguista</a>	2	0	1	83	179	880	Catalunya	022
@AlbertHill15	<a href="https://twitter.com/AlbertHill15" target="_blank">AlbertHill15</a>	3	0	1	218	655	6191		003
@AlbertJaimeC	<a href="https://twitter.com/AlbertJaimeC" target="_blank">AlbertJaimeC</a>	3	0	1	597	800	31964	Barcelona	009
@AlbertLloreta	<a href="https://twitter.com/AlbertLloreta" target="_blank">AlbertLloreta</a>	4	2	0	3475	1121	33819	Barcelona, Catalunya	162
@albertlluchtw	<a href="https://twitter.com/albertlluchtw" target="_blank">albertlluchtw</a>	10	0	1	640	859	53460	St Cugat del Vallès /Cat/ EU	009
@AlbertMajo7	<a href="https://twitter.com/AlbertMajo7" target="_blank">AlbertMajo7</a>	16	5	2	52	233	4172	Sabadell Catalunya	125
@Albertodelvalle	<a href="https://twitter.com/Albertodelvalle" target="_blank">Albertodelvalle</a>	56	0	2	2774	1266	213641	Girona,Catalunya	007
@albertord10	<a href="https://twitter.com/albertord10" target="_blank">albertord10</a>	2	0	1	123	912	7615	Barcelona	012
@albertorpinell	<a href="https://twitter.com/albertorpinell" target="_blank">albertorpinell</a>	1	0	1	45	149	10015	Països Catalans	003
@AlbertPardos	<a href="https://twitter.com/AlbertPardos" target="_blank">AlbertPardos</a>	3	0	1	38	99	2435		012
@albertplana	<a href="https://twitter.com/albertplana" target="_blank">albertplana</a>	3	0	1	496	489	8242	Catalan Republic *X	187
@albertplcat	<a href="https://twitter.com/albertplcat" target="_blank">albertplcat</a>	7	0	1	27	194	3026	Catalunya	012
@AlbertPoch	<a href="https://twitter.com/AlbertPoch" target="_blank">AlbertPoch</a>	1	0	1	507	829	3761	VERGES	115
@albertprimo2	<a href="https://twitter.com/albertprimo2" target="_blank">albertprimo2</a>	1	0	1	50	326	1372	disseny d'interiors	009
@Albertpunkcela	<a href="https://twitter.com/Albertpunkcela" target="_blank">Albertpunkcela</a>	3	0	2	541	1016	18487	Valladolid - Madrid	045
@AlberttGracia	<a href="https://twitter.com/AlberttGracia" target="_blank">AlberttGracia</a>	7	0	1	442	867	19536		009
@alberttossal	<a href="https://twitter.com/alberttossal" target="_blank">alberttossal</a>	3	0	1	480	1432	9139	Igualada, Catalunya	012
@AlbertVenturaP	<a href="https://twitter.com/AlbertVenturaP" target="_blank">AlbertVenturaP</a>	2	0	1	502	705	3213	Tarragona, Països Catalans	024
@AlbertVs73	<a href="https://twitter.com/AlbertVs73" target="_blank">AlbertVs73</a>	3	0	2	667	796	1640	República Catalana	007
@albvt83	<a href="https://twitter.com/albvt83" target="_blank">albvt83</a>	2	0	1	6	45	699	Barcelona, España	076
@alcaldeseu	<a href="https://twitter.com/alcaldeseu" target="_blank">alcaldeseu</a>	3	0	1	2361	1626	11942		007
@Aldartetsu	<a href="https://twitter.com/Aldartetsu" target="_blank">Aldartetsu</a>	4	0	2	845	264	87396	Bizkaia(EH), Málaga(Esp) y Deu	009
@AleFRaurell	<a href="https://twitter.com/AleFRaurell" target="_blank">AleFRaurell</a>	4	0	1	87	170	762		009
@aleixmm97	<a href="https://twitter.com/aleixmm97" target="_blank">aleixmm97</a>	5	0	1	404	497	19025		006
@AleixMT	<a href="https://twitter.com/AleixMT" target="_blank">AleixMT</a>	1	0	1	171	616	1794		161
@AleixPuiggros	<a href="https://twitter.com/AleixPuiggros" target="_blank">AleixPuiggros</a>	3	0	1	53	42	5585		102
@aleixromo	<a href="https://twitter.com/aleixromo" target="_blank">aleixromo</a>	3	0	1	61	141	1587	Sant Boi	012
@Alejand63567115	<a href="https://twitter.com/Alejand63567115" target="_blank">Alejand63567115</a>	20	0	2	47	34	8112		091
@AlemaniaSusana	<a href="https://twitter.com/AlemaniaSusana" target="_blank">AlemaniaSusana</a>	1	0	1	2	20	107		012
@AlemanyManel	<a href="https://twitter.com/AlemanyManel" target="_blank">AlemanyManel</a>	28	0	3	278	858	30498	Sant Cugat Vallès, Catalunya	084
@aleuza81	<a href="https://twitter.com/aleuza81" target="_blank">aleuza81</a>	1	0	1	10	81	75		031
@Alex_1899	<a href="https://twitter.com/Alex_1899" target="_blank">Alex_1899</a>	5	0	1	378	384	10578		003
@Alex_Mullor	<a href="https://twitter.com/Alex_Mullor" target="_blank">Alex_Mullor</a>	3	0	1	42	379	3250		009
@alexandrecamps	<a href="https://twitter.com/alexandrecamps" target="_blank">alexandrecamps</a>	27	0	1	411	937	8968	Sant Cugat del Vallès	091
@AlexGuitart	<a href="https://twitter.com/AlexGuitart" target="_blank">AlexGuitart</a>	4	0	1	230	698	6623	el Raval, Barcelona	100
@alexhaix	<a href="https://twitter.com/alexhaix" target="_blank">alexhaix</a>	3	0	1	1264	149	76563	Entre Corbera i Sant Boi	040
@AlexIndignado	<a href="https://twitter.com/AlexIndignado" target="_blank">AlexIndignado</a>	2	0	1	89	481	4185		261
@AlexisFs96	<a href="https://twitter.com/AlexisFs96" target="_blank">AlexisFs96</a>	1	0	1	215	196	9247	Alexis_fernandez96	103
@AlfdeVe	<a href="https://twitter.com/AlfdeVe" target="_blank">AlfdeVe</a>	0	1	0					277
@AlfredCat2014	<a href="https://twitter.com/AlfredCat2014" target="_blank">AlfredCat2014</a>	15	0	1	140	407	10370		003
@alicia_busquets	<a href="https://twitter.com/alicia_busquets" target="_blank">alicia_busquets</a>	1	0	1	51	141	454	Barcelona, España	078
@ALICIABARBA7	<a href="https://twitter.com/ALICIABARBA7" target="_blank">ALICIABARBA7</a>	2	0	1	34	160	5958		117
@Alius_ka	<a href="https://twitter.com/Alius_ka" target="_blank">Alius_ka</a>	2	1	0	508	1322	1870	Vallirana, Catalunya	273
@almallmar	<a href="https://twitter.com/almallmar" target="_blank">almallmar</a>	24	0	2	54	81	13111	Catalunya	009
@AlmirallvidalE	<a href="https://twitter.com/AlmirallvidalE" target="_blank">AlmirallvidalE</a>	6	0	1	92	263	4034	Vic	014
@Almogaverperico	<a href="https://twitter.com/Almogaverperico" target="_blank">Almogaverperico</a>	2	0	1	180	121	6344	Catalunya	004
@almussutxus	<a href="https://twitter.com/almussutxus" target="_blank">almussutxus</a>	1	0	1	125	156	1702	Bilbao	011
@alteos98	<a href="https://twitter.com/alteos98" target="_blank">alteos98</a>	5	0	1	581	855	8784	日本 東京	199
@alvaromartinez	<a href="https://twitter.com/alvaromartinez" target="_blank">alvaromartinez</a>	3	0	1	2212	1519	600		162
@alxjunca	<a href="https://twitter.com/alxjunca" target="_blank">alxjunca</a>	4	0	1	123	439	4436	Barcelona, Espanya	003
@alxmurCAT	<a href="https://twitter.com/alxmurCAT" target="_blank">alxmurCAT</a>	7	0	1	1096	2081	14340	Moià, Espanya	120
@AlzinaXavi	<a href="https://twitter.com/AlzinaXavi" target="_blank">AlzinaXavi</a>	1	0	1	15	39	119		183
@AlziraPuntCat	<a href="https://twitter.com/AlziraPuntCat" target="_blank">AlziraPuntCat</a>	1	0	1	1019	1374	9407	Alzira, Ribera Alta	102
@am_hueto	<a href="https://twitter.com/am_hueto" target="_blank">am_hueto</a>	3	0	2	33	180	1251	Cervelló (BCN), Catalunya	009
@amaialmi	<a href="https://twitter.com/amaialmi" target="_blank">amaialmi</a>	5	0	1	526	747	5903	Donostia, Euskal Herria	091
@amarchr	<a href="https://twitter.com/amarchr" target="_blank">amarchr</a>	1	0	1	354	316	2585	Catalunya	003
@AmeliaBarrigon	<a href="https://twitter.com/AmeliaBarrigon" target="_blank">AmeliaBarrigon</a>	4	0	3	28	107	2387		012
@AmeliaBarrio	<a href="https://twitter.com/AmeliaBarrio" target="_blank">AmeliaBarrio</a>	4	0	1	1368	1335	31047	Republica de Catalunya, UE	003
@Ametstxurigorri	<a href="https://twitter.com/Ametstxurigorri" target="_blank">Ametstxurigorri</a>	1	0	1	564	1373	7766	NIRE EU(SKA)L HERRI MAITEAN.	064
@amicdetots	<a href="https://twitter.com/amicdetots" target="_blank">amicdetots</a>	8	0	1	4968	2848	95552	(Catalunya)	126
@amicsmnhuguet	<a href="https://twitter.com/amicsmnhuguet" target="_blank">amicsmnhuguet</a>	0	1	0					268
@Amidala666	<a href="https://twitter.com/Amidala666" target="_blank">Amidala666</a>	3	1	0	43	63	3093		263
@amonra49	<a href="https://twitter.com/amonra49" target="_blank">amonra49</a>	3	0	1	816	1810	25571	Barcelona	286
@AmorosSerra	<a href="https://twitter.com/AmorosSerra" target="_blank">AmorosSerra</a>	0	1	0					260
@anahi_espinach	<a href="https://twitter.com/anahi_espinach" target="_blank">anahi_espinach</a>	10	0	2	20	66	1622		018
@anamartinezd	<a href="https://twitter.com/anamartinezd" target="_blank">anamartinezd</a>	20	0	5	584	1135	4092	Girona-República de Catalunya	004
@anaoromi	<a href="https://twitter.com/anaoromi" target="_blank">anaoromi</a>	80	0	1	2250	2385	419417	República Catalana. UE	015
@anaraljaan	<a href="https://twitter.com/anaraljaan" target="_blank">anaraljaan</a>	16	0	2	6333	6101	121478	Bellpuig Catalunya Europa	113
@Anarisd	<a href="https://twitter.com/Anarisd" target="_blank">Anarisd</a>	14	0	1	693	762	29976	Barcelona	003
@anasurra	<a href="https://twitter.com/anasurra" target="_blank">anasurra</a>	8	0	1	4021	490	3421	Barcelona, Cataluña	267
@ANC_Bombers	<a href="https://twitter.com/ANC_Bombers" target="_blank">ANC_Bombers</a>	4	9	0	13931	6149	7063	Països Catalans	002
@anc_cat_ext	<a href="https://twitter.com/anc_cat_ext" target="_blank">anc_cat_ext</a>	4	0	2	2898	1197	7015	facebook.com/anccatext	084
@ANC_Centelles	<a href="https://twitter.com/ANC_Centelles" target="_blank">ANC_Centelles</a>	5	0	1	1422	758	9168	Centelles, Catalunya	003
@ANC_CTBBxI	<a href="https://twitter.com/ANC_CTBBxI" target="_blank">ANC_CTBBxI</a>	10	0	3	1001	235	53161		012
@anc_flix	<a href="https://twitter.com/anc_flix" target="_blank">anc_flix</a>	0	1	0					250
@ANC_Israel	<a href="https://twitter.com/ANC_Israel" target="_blank">ANC_Israel</a>	4	0	1	1553	116	3878	Israel	091
@ANC_Manlleu	<a href="https://twitter.com/ANC_Manlleu" target="_blank">ANC_Manlleu</a>	0	4	0					062
@ANC_Reus	<a href="https://twitter.com/ANC_Reus" target="_blank">ANC_Reus</a>	24	0	3	3434	1749	17518	Reus, Catalunya	001
@ANC_SFxI	<a href="https://twitter.com/ANC_SFxI" target="_blank">ANC_SFxI</a>	3	0	1	6742	3921	58634	Catalunya	003
@ANCDones	<a href="https://twitter.com/ANCDones" target="_blank">ANCDones</a>	2	1	0	1626	1166	2774	República de Catalunya PPCC	244
@ancefra	<a href="https://twitter.com/ancefra" target="_blank">ancefra</a>	2	0	1	9	79	279	Barcelona, España	021
@ANCFortPienc	<a href="https://twitter.com/ANCFortPienc" target="_blank">ANCFortPienc</a>	0	11	0					083
@ANClAleixar	<a href="https://twitter.com/ANClAleixar" target="_blank">ANClAleixar</a>	4	9	0	631	881	977	l'Aleixar, Catalunya	001
@anclescala	<a href="https://twitter.com/anclescala" target="_blank">anclescala</a>	0	1	0					192
@AncParets	<a href="https://twitter.com/AncParets" target="_blank">AncParets</a>	5	0	1	1146	1419	5463	Vallès Oriental, Catalunya	012
@ANCsant_cugat	<a href="https://twitter.com/ANCsant_cugat" target="_blank">ANCsant_cugat</a>	7	0	1	2875	3794	8697	Sant Cugat (Catalunya)	218
@ancsantcliment	<a href="https://twitter.com/ancsantcliment" target="_blank">ancsantcliment</a>	2	2	0	865	742	1485	sant Climent de llobregat	193
@ancSuisse	<a href="https://twitter.com/ancSuisse" target="_blank">ancSuisse</a>	12	0	2	1930	407	9592	Suisse - Suïssa - Switzerland	009
@ancSvizzera	<a href="https://twitter.com/ancSvizzera" target="_blank">ancSvizzera</a>	1	0	1	1310	271	3824	Ticino	168
@ANCTarragona	<a href="https://twitter.com/ANCTarragona" target="_blank">ANCTarragona</a>	14	0	1	4323	3995	16655	Tarragona, Catalunya, PPCC	001
@ANCtorredembarr	<a href="https://twitter.com/ANCtorredembarr" target="_blank">ANCtorredembarr</a>	1	3	0	1043	1447	663	Torredembarra, Catalunya	071
@andermgt	<a href="https://twitter.com/andermgt" target="_blank">andermgt</a>	10	0	1	296	508	13306	Etxarri Aranatz, EH	016
@anderrezo23	<a href="https://twitter.com/anderrezo23" target="_blank">anderrezo23</a>	1	0	1	77	1008	446	San Sebastián, España	139
@andrac52	<a href="https://twitter.com/andrac52" target="_blank">andrac52</a>	4	0	1	479	850	10619		009
@Andreacondeb_	<a href="https://twitter.com/Andreacondeb_" target="_blank">Andreacondeb_</a>	1	0	1	439	227	54999	Ciudad del Betis	103
@AndreaLissidini	<a href="https://twitter.com/AndreaLissidini" target="_blank">AndreaLissidini</a>	1	0	1	711	1120	9625		074
