name	link	tuits	retuits	rteados	followers	following	status	location	Walktrap
@DANNYWAVE75	<a href="https://twitter.com/DANNYWAVE75" target="_blank">DANNYWAVE75</a>	6	0	1	5	177	1994	Sant Pere de Ribes, Espanya	001
@Danyledes3	<a href="https://twitter.com/Danyledes3" target="_blank">Danyledes3</a>	1	0	1	52	197	58	Rellinars	008
@daranas_jordi	<a href="https://twitter.com/daranas_jordi" target="_blank">daranas_jordi</a>	2	0	1	168	542	689	Vidreres	019
@David_SiSi	<a href="https://twitter.com/David_SiSi" target="_blank">David_SiSi</a>	1	0	1	96	215	320	A cavall de dos llocs	071
@DavidBerenguerB	<a href="https://twitter.com/DavidBerenguerB" target="_blank">DavidBerenguerB</a>	13	0	1	63	76	8476		070
@DavidBonet10	<a href="https://twitter.com/DavidBonet10" target="_blank">DavidBonet10</a>	3	0	2	10	76	275		008
@davidcompanyon	<a href="https://twitter.com/davidcompanyon" target="_blank">davidcompanyon</a>	9	0	1	6907	1870	36517	República Catalana	004
@davidegea	<a href="https://twitter.com/davidegea" target="_blank">davidegea</a>	5	0	1	4448	894	93401	Sant Andreu-Terrassa-CATALUNYA	001
@DavidElviraM	<a href="https://twitter.com/DavidElviraM" target="_blank">DavidElviraM</a>	1	0	1	1381	129	2854	Barcelona	006
@davidesclusa	<a href="https://twitter.com/davidesclusa" target="_blank">davidesclusa</a>	1	0	1	79	190	1384	Sant Fost de Campsentelles	001
@DavidFe35426605	<a href="https://twitter.com/DavidFe35426605" target="_blank">DavidFe35426605</a>	4	0	1	29	51	3362	Argentona	009
@davidferrerc	<a href="https://twitter.com/davidferrerc" target="_blank">davidferrerc</a>	6	0	1	711	1626	9287		001
@davidmurillob	<a href="https://twitter.com/davidmurillob" target="_blank">davidmurillob</a>	2	0	1	701	600	11580	Sant Cugat del Vallès	001
@davidroviram	<a href="https://twitter.com/davidroviram" target="_blank">davidroviram</a>	3	0	2	70	65	1066		078
@dboschpe	<a href="https://twitter.com/dboschpe" target="_blank">dboschpe</a>	1	0	1	896	2529	3534	Manlleu.Catalunya.Europa UE.	023
@dcoscu	<a href="https://twitter.com/dcoscu" target="_blank">dcoscu</a>	3	0	1	1091	3608	23063	Barcelona - IT - BCN	001
@DDavidRR	<a href="https://twitter.com/DDavidRR" target="_blank">DDavidRR</a>	1	0	1	168	305	2865	Benito Villamarín	080
@deBCNalmundo	<a href="https://twitter.com/deBCNalmundo" target="_blank">deBCNalmundo</a>	4	0	1	122	580	10173		072
@deiviit89	<a href="https://twitter.com/deiviit89" target="_blank">deiviit89</a>	1	1	0	729	68	2324	Badalona, Cataluña	031
@dejaddevotarhdp	<a href="https://twitter.com/dejaddevotarhdp" target="_blank">dejaddevotarhdp</a>	1	0	1	71	353	1266		072
@DeliaEstevez	<a href="https://twitter.com/DeliaEstevez" target="_blank">DeliaEstevez</a>	4	0	1	490	982	12386	From Lleida to the world	001
@DemocratesBCN	<a href="https://twitter.com/DemocratesBCN" target="_blank">DemocratesBCN</a>	11	0	1	728	600	4155	Barcelona, Cataluña	023
@DemocratesJoves	<a href="https://twitter.com/DemocratesJoves" target="_blank">DemocratesJoves</a>	0	1	0					281
@denterd	<a href="https://twitter.com/denterd" target="_blank">denterd</a>	9	2	0	9160	259	33021	Genève (Suisse)	076
@der_bluthund	<a href="https://twitter.com/der_bluthund" target="_blank">der_bluthund</a>	9	0	1	8398	1656	472410	South East, England	058
@desconnectada	<a href="https://twitter.com/desconnectada" target="_blank">desconnectada</a>	10	0	1	1950	1931	50760	BCN, Catalunya	001
@DesEsseintes_Jr	<a href="https://twitter.com/DesEsseintes_Jr" target="_blank">DesEsseintes_Jr</a>	3	0	1	521	1925	4819	Catalonia	070
@desobdcme	<a href="https://twitter.com/desobdcme" target="_blank">desobdcme</a>	7	0	1	146	265	9207	Iruña	144
@DeSupergil3	<a href="https://twitter.com/DeSupergil3" target="_blank">DeSupergil3</a>	4	0	2	1822	2091	26416	Catalunya-Junts pel si.	066
@devantalades	<a href="https://twitter.com/devantalades" target="_blank">devantalades</a>	3	0	1	96	524	2014	Oklahoma City	082
@Dew231973	<a href="https://twitter.com/Dew231973" target="_blank">Dew231973</a>	15	0	1	374	1409	3973	República de Catalunya	009
@dfertl	<a href="https://twitter.com/dfertl" target="_blank">dfertl</a>	10	1	0	1136	3400	4786	Brussels, Belgium	279
@dgalileag	<a href="https://twitter.com/dgalileag" target="_blank">dgalileag</a>	6	0	1	88	591	2696		210
@diablesbat	<a href="https://twitter.com/diablesbat" target="_blank">diablesbat</a>	0	1	0					280
@dialecsost	<a href="https://twitter.com/dialecsost" target="_blank">dialecsost</a>	5	0	1	1141	306	36423	Catalunya, Europa	003
@Diana_Pags	<a href="https://twitter.com/Diana_Pags" target="_blank">Diana_Pags</a>	6	0	2	296	657	2500	Mataró - Catalunya	001
@dianit57	<a href="https://twitter.com/dianit57" target="_blank">dianit57</a>	1	0	1	7	63	276		012
@diariARA	<a href="https://twitter.com/diariARA" target="_blank">diariARA</a>	0	1	0					032
@DidacLopezVinas	<a href="https://twitter.com/DidacLopezVinas" target="_blank">DidacLopezVinas</a>	9	0	3	174	402	5960	Caldes de Malavella	001
@DidacMoreno	<a href="https://twitter.com/DidacMoreno" target="_blank">DidacMoreno</a>	1	0	1	1507	698	3708	Bcn-Girona-Figueres-Vilafant	044
@didaz	<a href="https://twitter.com/didaz" target="_blank">didaz</a>	1	0	1	123	87	2080	Palma de Mallorca	071
@Dionis7vetes	<a href="https://twitter.com/Dionis7vetes" target="_blank">Dionis7vetes</a>	7	0	1	3454	1127	13015		060
@DjRepubliCAT	<a href="https://twitter.com/DjRepubliCAT" target="_blank">DjRepubliCAT</a>	11	2	0	5127	5222	30232	República Catalana	119
@dmascort	<a href="https://twitter.com/dmascort" target="_blank">dmascort</a>	0	4	0					097
@dmun2010	<a href="https://twitter.com/dmun2010" target="_blank">dmun2010</a>	2	0	1	339	1011	3223		140
@dnicatala	<a href="https://twitter.com/dnicatala" target="_blank">dnicatala</a>	26	0	1	8855	1570	174784	Terrassa, Catalunya	119
@DnkMdz_	<a href="https://twitter.com/DnkMdz_" target="_blank">DnkMdz_</a>	1	0	1	196	214	3974	Madrid	072
@dobiols_	<a href="https://twitter.com/dobiols_" target="_blank">dobiols_</a>	4	0	1	144	516	556	Balsareny, Espanya	061
@doctordinamo	<a href="https://twitter.com/doctordinamo" target="_blank">doctordinamo</a>	28	0	1	24	53	5532		012
@doctorjanofi	<a href="https://twitter.com/doctorjanofi" target="_blank">doctorjanofi</a>	9	0	1	44	364	4028	Barcelona, España	072
@doctorslum75	<a href="https://twitter.com/doctorslum75" target="_blank">doctorslum75</a>	6	0	1	354	520	9148	Nueva York, USA	086
@dolors_cp	<a href="https://twitter.com/dolors_cp" target="_blank">dolors_cp</a>	6	0	2	231	873	9606	Puigcerdà	001
@dolors_pujol	<a href="https://twitter.com/dolors_pujol" target="_blank">dolors_pujol</a>	5	0	1	260	576	12182	Mollerussa	001
@Dolors63	<a href="https://twitter.com/Dolors63" target="_blank">Dolors63</a>	25	0	2	3360	1217	112503	Catalunya	019
@dolorsestradac1	<a href="https://twitter.com/dolorsestradac1" target="_blank">dolorsestradac1</a>	4	0	1	46	72	7272		008
@dolorsoro	<a href="https://twitter.com/dolorsoro" target="_blank">dolorsoro</a>	3	0	1	43	206	5998		001
@dolorspm53	<a href="https://twitter.com/dolorspm53" target="_blank">dolorspm53</a>	3	0	1	39	83	2659		044
@DOLORSREI	<a href="https://twitter.com/DOLORSREI" target="_blank">DOLORSREI</a>	3	0	1	3312	3086	91352	Reus, Catalunya.	026
@DolsR	<a href="https://twitter.com/DolsR" target="_blank">DolsR</a>	28	0	2	366	428	35650	Barcelona	019
@Dom70Bcn	<a href="https://twitter.com/Dom70Bcn" target="_blank">Dom70Bcn</a>	12	0	1	3923	3288	117799	Barcelona	019
@domenech_lluis	<a href="https://twitter.com/domenech_lluis" target="_blank">domenech_lluis</a>	77	0	1	950	2902	29578		042
@dora_nicoletta	<a href="https://twitter.com/dora_nicoletta" target="_blank">dora_nicoletta</a>	32	0	2	13074	11179	255114	Barcelona, Catalunya	036
@dorma246	<a href="https://twitter.com/dorma246" target="_blank">dorma246</a>	1	0	1	210	569	2828		044
@dpe1979j	<a href="https://twitter.com/dpe1979j" target="_blank">dpe1979j</a>	3	0	1	89	228	831	Santa Eulàlia Puig-oriol CAT.	019
@dpons73	<a href="https://twitter.com/dpons73" target="_blank">dpons73</a>	2	0	1	150	414	2719		105
@DPuig2	<a href="https://twitter.com/DPuig2" target="_blank">DPuig2</a>	1	0	1	125	297	4108		001
@DraRubioMayol	<a href="https://twitter.com/DraRubioMayol" target="_blank">DraRubioMayol</a>	31	8	3	861	1304	33770	La Selva del Camp	003
@Drehgestell	<a href="https://twitter.com/Drehgestell" target="_blank">Drehgestell</a>	9	0	1	520	591	130454	Badalona	001
@Dsolerortinez	<a href="https://twitter.com/Dsolerortinez" target="_blank">Dsolerortinez</a>	1	0	1	116	182	98	Barcelona-Igualada-Sabadell	079
@dunanova	<a href="https://twitter.com/dunanova" target="_blank">dunanova</a>	2	0	1	63	632	519	Catalonia	019
@DuranFerrer2017	<a href="https://twitter.com/DuranFerrer2017" target="_blank">DuranFerrer2017</a>	2	0	1	10	5	17	Sant Pol de Mar	121
@dvcabrera	<a href="https://twitter.com/dvcabrera" target="_blank">dvcabrera</a>	11	0	1	210	495	4122	Catalunya	001
@dvd_bcn	<a href="https://twitter.com/dvd_bcn" target="_blank">dvd_bcn</a>	6	0	2	827	1490	39581	Barcelona ☆ Catalunya ☆	005
@EBPidesign	<a href="https://twitter.com/EBPidesign" target="_blank">EBPidesign</a>	9	0	1	53	59	10528	Catalunya	001
@ebreah	<a href="https://twitter.com/ebreah" target="_blank">ebreah</a>	16	0	1	890	1928	53913	Kedah, Malaysia ~ Scotland	081
@EconomiaFiccion	<a href="https://twitter.com/EconomiaFiccion" target="_blank">EconomiaFiccion</a>	1	0	1	221	305	6960	Madrid, España	066
@edpuig	<a href="https://twitter.com/edpuig" target="_blank">edpuig</a>	2	0	1	115	296	6379		100
@edu5811	<a href="https://twitter.com/edu5811" target="_blank">edu5811</a>	6	0	1	42	381	5292		001
@eduard_federico	<a href="https://twitter.com/eduard_federico" target="_blank">eduard_federico</a>	10	0	1	58	150	5251	Catalunya	071
@EduardBiosca	<a href="https://twitter.com/EduardBiosca" target="_blank">EduardBiosca</a>	4	0	1	1649	587	5734	Terrassa, Espanya	019
@eduardcabus	<a href="https://twitter.com/eduardcabus" target="_blank">eduardcabus</a>	4	87	0	14503	5921	82460		019
@eduardcirera	<a href="https://twitter.com/eduardcirera" target="_blank">eduardcirera</a>	2	6	0	875	1054	7528	Catalunya	019
@eduardperez2008	<a href="https://twitter.com/eduardperez2008" target="_blank">eduardperez2008</a>	5	0	1	180	358	18872	Vallirana, Catalunya	203
@eduardvoltas	<a href="https://twitter.com/eduardvoltas" target="_blank">eduardvoltas</a>	1	0	1	35718	2626	78035	Barcelona	001
@educarma64	<a href="https://twitter.com/educarma64" target="_blank">educarma64</a>	1	0	1	50	58	908		128
@edugarcia03	<a href="https://twitter.com/edugarcia03" target="_blank">edugarcia03</a>	1	0	1	141	141	2073	Barcelona	007
@EduPiera	<a href="https://twitter.com/EduPiera" target="_blank">EduPiera</a>	3	0	1	854	1827	20646	La Fuliola	001
@egarciamon	<a href="https://twitter.com/egarciamon" target="_blank">egarciamon</a>	3	0	1	230	327	809		281
@egracieb	<a href="https://twitter.com/egracieb" target="_blank">egracieb</a>	8	0	2	3301	3293	85703	Scotland	027
@ehbildustz	<a href="https://twitter.com/ehbildustz" target="_blank">ehbildustz</a>	0	1	0					002
@Eiximena	<a href="https://twitter.com/Eiximena" target="_blank">Eiximena</a>	7	0	1	733	925	83744		078
@El_cen_pesos	<a href="https://twitter.com/El_cen_pesos" target="_blank">El_cen_pesos</a>	16	0	2	46	69	2602	Narón, España	037
@el_tapat	<a href="https://twitter.com/el_tapat" target="_blank">el_tapat</a>	4	0	1	41	81	2521		070
@elcamifapujada	<a href="https://twitter.com/elcamifapujada" target="_blank">elcamifapujada</a>	3	0	1	781	1127	34226		132
@ElGripau	<a href="https://twitter.com/ElGripau" target="_blank">ElGripau</a>	1	0	1	45	136	140	Oakland, CA	013
@EliAlos	<a href="https://twitter.com/EliAlos" target="_blank">EliAlos</a>	1	3	0	611	543	8267	Barcelona	105
@elisabethoj	<a href="https://twitter.com/elisabethoj" target="_blank">elisabethoj</a>	9	0	2	1081	1053	4145	Sant Quirze del Vallès	060
@Elisenda66	<a href="https://twitter.com/Elisenda66" target="_blank">Elisenda66</a>	9	0	1	528	583	12120	Vilafranca del Penedès	007
@ElisendaIngles	<a href="https://twitter.com/ElisendaIngles" target="_blank">ElisendaIngles</a>	1	0	1	363	549	1080	Barcelona	001
@ELISEURIBES	<a href="https://twitter.com/ELISEURIBES" target="_blank">ELISEURIBES</a>	4	0	1	24	118	939		001
@eljuliet_bnv	<a href="https://twitter.com/eljuliet_bnv" target="_blank">eljuliet_bnv</a>	2	0	1	150	151	7459		009
@elmeuamic	<a href="https://twitter.com/elmeuamic" target="_blank">elmeuamic</a>	1	0	1	7	33	663		071
@Elnomnofalacosa	<a href="https://twitter.com/Elnomnofalacosa" target="_blank">Elnomnofalacosa</a>	8	1	0	532	1112	14672	República Catalana	219
@eloibadia	<a href="https://twitter.com/eloibadia" target="_blank">eloibadia</a>	3	1	0	4066	1869	8366		220
@eloibcn	<a href="https://twitter.com/eloibcn" target="_blank">eloibcn</a>	2	0	1	816	977	14762	-Aravell, Barcelona, Darnius-	221
@eloikraken	<a href="https://twitter.com/eloikraken" target="_blank">eloikraken</a>	3	0	1	661	480	20342	Jorba- Catalunya	010
@elperiodico	<a href="https://twitter.com/elperiodico" target="_blank">elperiodico</a>	0	2	0					129
@eltorrat1	<a href="https://twitter.com/eltorrat1" target="_blank">eltorrat1</a>	15	0	1	295	750	5251	Manlleu	001
@eltrenas	<a href="https://twitter.com/eltrenas" target="_blank">eltrenas</a>	2	0	1	217	525	1810	la Trinitat Nova, Barcelona	148
@Elviraduranc	<a href="https://twitter.com/Elviraduranc" target="_blank">Elviraduranc</a>	22	0	1	4748	5218	75798	Barcelona, España	044
@elxerraire	<a href="https://twitter.com/elxerraire" target="_blank">elxerraire</a>	12	0	1	1440	1154	59121	Vilanova i la Geltrú	001
@Elxiquetdesanfe	<a href="https://twitter.com/Elxiquetdesanfe" target="_blank">Elxiquetdesanfe</a>	6	0	1	202	671	20989		001
@emdicsonia	<a href="https://twitter.com/emdicsonia" target="_blank">emdicsonia</a>	10	0	1	73	254	1713		001
@Emili_Pedrola	<a href="https://twitter.com/Emili_Pedrola" target="_blank">Emili_Pedrola</a>	2	0	1	183	424	1905	Catalunya	124
@emmasoler23	<a href="https://twitter.com/emmasoler23" target="_blank">emmasoler23</a>	1	0	1	87	246	596		071
@EncarnaMagin	<a href="https://twitter.com/EncarnaMagin" target="_blank">EncarnaMagin</a>	14	0	1	2188	2201	44717	Girona	001
@EnCesc	<a href="https://twitter.com/EnCesc" target="_blank">EnCesc</a>	3	0	1	202	419	15995	Catalunya	001
@Encoberts	<a href="https://twitter.com/Encoberts" target="_blank">Encoberts</a>	27	0	2	628	1505	52997	Xàtiva	052
@endavant_nord	<a href="https://twitter.com/endavant_nord" target="_blank">endavant_nord</a>	1	1	0	1033	363	3110	nord-oriental, Països Catalans	218
@Endavant_Valles	<a href="https://twitter.com/Endavant_Valles" target="_blank">Endavant_Valles</a>	2	0	1	1125	673	4395	Vallès Occidental	030
@engelbert1714	<a href="https://twitter.com/engelbert1714" target="_blank">engelbert1714</a>	2	0	1	674	835	9463	Mollerussa	001
@enmassagran1	<a href="https://twitter.com/enmassagran1" target="_blank">enmassagran1</a>	6	0	1	630	513	43135		060
@enriccrosas64	<a href="https://twitter.com/enriccrosas64" target="_blank">enriccrosas64</a>	2	0	1	500	754	15651	sant feliu de guixols	001
@EnricCTbcn	<a href="https://twitter.com/EnricCTbcn" target="_blank">EnricCTbcn</a>	13	0	1	91	123	9840	Barcelona	001
@enricfogas	<a href="https://twitter.com/enricfogas" target="_blank">enricfogas</a>	2	0	1	460	413	2357	Reus	003
@enricmercade	<a href="https://twitter.com/enricmercade" target="_blank">enricmercade</a>	1	3	0	1386	2322	8747	L'Espluga de Francolí	106
@enricsicra	<a href="https://twitter.com/enricsicra" target="_blank">enricsicra</a>	9	3	1	1411	1700	11081	#Mataró - #Catalunya	098
@EnricSol2	<a href="https://twitter.com/EnricSol2" target="_blank">EnricSol2</a>	2	0	1	495	1087	3344		069
@entitatger	<a href="https://twitter.com/entitatger" target="_blank">entitatger</a>	6	0	1	873	109	2746	Sant Pere de Ribes (Garraf)	131
@Epicuri	<a href="https://twitter.com/Epicuri" target="_blank">Epicuri</a>	20	0	1	371	332	70112		100
@erc_a_manresa	<a href="https://twitter.com/erc_a_manresa" target="_blank">erc_a_manresa</a>	2	2	0	2348	1536	3733	Manresa, Països Catalans	052
@ERC_agricultura	<a href="https://twitter.com/ERC_agricultura" target="_blank">ERC_agricultura</a>	1	0	1	20	49	28	Catalunya	097
@ERC_Salou	<a href="https://twitter.com/ERC_Salou" target="_blank">ERC_Salou</a>	0	2	0					133
@ERCCalella	<a href="https://twitter.com/ERCCalella" target="_blank">ERCCalella</a>	3	0	1	714	574	3967	Calella	164
@ercmataro	<a href="https://twitter.com/ercmataro" target="_blank">ercmataro</a>	8	0	1	2704	2552	14847	Mataró	254
@EricBerga	<a href="https://twitter.com/EricBerga" target="_blank">EricBerga</a>	3	0	1	549	560	2752	Països Catalans	004
@EricGallardo69	<a href="https://twitter.com/EricGallardo69" target="_blank">EricGallardo69</a>	20	0	1	127	643	5711	Catalonia	001
@erminialtarriba	<a href="https://twitter.com/erminialtarriba" target="_blank">erminialtarriba</a>	2	0	1	1495	2274	6038	BERGA	006
@ernest_pages	<a href="https://twitter.com/ernest_pages" target="_blank">ernest_pages</a>	3	0	1	247	591	11909	Bon Cop de Falç	007
@Ernest1899	<a href="https://twitter.com/Ernest1899" target="_blank">Ernest1899</a>	4	0	1	1945	1348	34108	Calella.	095
@ErnestPinsap	<a href="https://twitter.com/ErnestPinsap" target="_blank">ErnestPinsap</a>	33	0	4	258	1468	41808		021
@ErrejonDifusion	<a href="https://twitter.com/ErrejonDifusion" target="_blank">ErrejonDifusion</a>	1	0	1	4117	101	180143	Madrid	104
@escolabarnola	<a href="https://twitter.com/escolabarnola" target="_blank">escolabarnola</a>	1	1	0	91	34	166		216
@Escolan14	<a href="https://twitter.com/Escolan14" target="_blank">Escolan14</a>	2	0	1	165	245	15180		230
@escoltacat	<a href="https://twitter.com/escoltacat" target="_blank">escoltacat</a>	0	1	0					014
@esierraserra	<a href="https://twitter.com/esierraserra" target="_blank">esierraserra</a>	1	5	0	453	985	1320	Sant Antoni, Barcelona	091
@esjuel	<a href="https://twitter.com/esjuel" target="_blank">esjuel</a>	3	0	1	170	385	1996		103
@ESKnafarroa	<a href="https://twitter.com/ESKnafarroa" target="_blank">ESKnafarroa</a>	0	1	0					215
@espantaocell	<a href="https://twitter.com/espantaocell" target="_blank">espantaocell</a>	9	0	1	287	371	17212		039
@Espaolito5	<a href="https://twitter.com/Espaolito5" target="_blank">Espaolito5</a>	0	2	0					031
@esplaiscatalans	<a href="https://twitter.com/esplaiscatalans" target="_blank">esplaiscatalans</a>	0	1	0					214
@esportpelsi	<a href="https://twitter.com/esportpelsi" target="_blank">esportpelsi</a>	0	4	0					101
@espurnaajib	<a href="https://twitter.com/espurnaajib" target="_blank">espurnaajib</a>	2	1	0	925	1541	4421	Badalona | Països Catalans	021
@espurnadefoc	<a href="https://twitter.com/espurnadefoc" target="_blank">espurnadefoc</a>	2	0	1	176	503	5478		019
@esquerra_Salt	<a href="https://twitter.com/esquerra_Salt" target="_blank">esquerra_Salt</a>	4	0	1	963	791	3847	Salt	134
@esquerracamp	<a href="https://twitter.com/esquerracamp" target="_blank">esquerracamp</a>	7	0	1	1148	1184	6993	Països Catalans	045
@Esquitx17	<a href="https://twitter.com/Esquitx17" target="_blank">Esquitx17</a>	43	0	1	3225	3159	181256	Vilanna, Girona, Catalunya	019
@estemon	<a href="https://twitter.com/estemon" target="_blank">estemon</a>	36	0	1	458	528	6387	Barcelona	066
@Esterdelyu	<a href="https://twitter.com/Esterdelyu" target="_blank">Esterdelyu</a>	1	0	1	9	57	13	Sant Pere de Ribes, España	201
@estermartia	<a href="https://twitter.com/estermartia" target="_blank">estermartia</a>	35	0	1	2718	4999	170294	Tortosa	020
@EsterMatali	<a href="https://twitter.com/EsterMatali" target="_blank">EsterMatali</a>	10	1	0	1497	1066	14033	Terrassa, Catalunya	010
@EsterSantacana	<a href="https://twitter.com/EsterSantacana" target="_blank">EsterSantacana</a>	11	0	1	44	186	2675	barcelona, españa	001
@esther_cols	<a href="https://twitter.com/esther_cols" target="_blank">esther_cols</a>	2	0	1	5	111	244	Mataró, España	071
@esther0ramirez	<a href="https://twitter.com/esther0ramirez" target="_blank">esther0ramirez</a>	4	0	1	1046	3509	7585	Barcelona, Catalonia	099
@estripaboires	<a href="https://twitter.com/estripaboires" target="_blank">estripaboires</a>	3	0	1	208	604	4694	Catalunya (Nació)	204
@eugeniabr85	<a href="https://twitter.com/eugeniabr85" target="_blank">eugeniabr85</a>	4	0	1	433	745	3713	Vilafranca del Penedès	253
@EugeniMas	<a href="https://twitter.com/EugeniMas" target="_blank">EugeniMas</a>	25	0	1	198	543	29101		082
@eulaliagili	<a href="https://twitter.com/eulaliagili" target="_blank">eulaliagili</a>	7	0	1	729	214	64269	Palamós	001
@EulaliaSara	<a href="https://twitter.com/EulaliaSara" target="_blank">EulaliaSara</a>	11	0	1	514	531	21593	Spain	001
@eulaliasol	<a href="https://twitter.com/eulaliasol" target="_blank">eulaliasol</a>	4	0	1	153	501	1185	Castellterçol/Sant Andreu	244
@EUROLANG	<a href="https://twitter.com/EUROLANG" target="_blank">EUROLANG</a>	2	6	0	3647	1422	8969	Brussels, Truro, Barcelona.	058
@EvaAranguren1	<a href="https://twitter.com/EvaAranguren1" target="_blank">EvaAranguren1</a>	4	0	1	2245	1140	41821	Iruñea	063
@evaclauso	<a href="https://twitter.com/evaclauso" target="_blank">evaclauso</a>	0	4	0					096
@evaesnal	<a href="https://twitter.com/evaesnal" target="_blank">evaesnal</a>	2	0	1	56	83	4099		196
@EvaRuwe	<a href="https://twitter.com/EvaRuwe" target="_blank">EvaRuwe</a>	11	0	1	623	597	47762	Brussels	013
@evasebher	<a href="https://twitter.com/evasebher" target="_blank">evasebher</a>	1	0	1	18	96	442		198
@EvaVinolas	<a href="https://twitter.com/EvaVinolas" target="_blank">EvaVinolas</a>	0	1	0					022
@evbordas	<a href="https://twitter.com/evbordas" target="_blank">evbordas</a>	2	0	1	4	55	353	Catalunya.	014
@evelina_sachi1	<a href="https://twitter.com/evelina_sachi1" target="_blank">evelina_sachi1</a>	1	0	1	38	68	1102	Galicia, España	072
@extorquidor	<a href="https://twitter.com/extorquidor" target="_blank">extorquidor</a>	1	0	1	14	31	182		159
@FannyLaurenceau	<a href="https://twitter.com/FannyLaurenceau" target="_blank">FannyLaurenceau</a>	4	0	2	46	147	1819	Barcelona, Spain	034
@fatima13llc	<a href="https://twitter.com/fatima13llc" target="_blank">fatima13llc</a>	2	0	1	109	210	2109	RepúblicaCat	081
@fcesccruanyes	<a href="https://twitter.com/fcesccruanyes" target="_blank">fcesccruanyes</a>	0	1	0					211
@felisukobcn	<a href="https://twitter.com/felisukobcn" target="_blank">felisukobcn</a>	8	0	1	509	2121	28001	Barcelona, Catalunya, PPCC, EU	090
@ferranq9	<a href="https://twitter.com/ferranq9" target="_blank">ferranq9</a>	4	0	1	324	393	25538	Bcn, Republica de Catalunya-UE	001
@FerranSuay	<a href="https://twitter.com/FerranSuay" target="_blank">FerranSuay</a>	3	0	1	3639	2099	29071	País Valencià	058
@fetatarragona	<a href="https://twitter.com/fetatarragona" target="_blank">fetatarragona</a>	1	0	1	5014	625	12284	Tarragona, Catalunya	053
@FFPik	<a href="https://twitter.com/FFPik" target="_blank">FFPik</a>	2	0	1	17	150	766		079
@fgsmsf	<a href="https://twitter.com/fgsmsf" target="_blank">fgsmsf</a>	12	0	1	58	310	6534	prov Lleida	001
@filog3	<a href="https://twitter.com/filog3" target="_blank">filog3</a>	32	0	3	572	672	33835		013
@finaiglesias	<a href="https://twitter.com/finaiglesias" target="_blank">finaiglesias</a>	8	0	1	541	630	23645	L'Hospitalet Ll., Catalunya	001
@finasegria	<a href="https://twitter.com/finasegria" target="_blank">finasegria</a>	14	0	1	881	809	45634		033
@finselmai	<a href="https://twitter.com/finselmai" target="_blank">finselmai</a>	1	0	1	42	111	79	CATALUNYA	078
@finslagorra_1	<a href="https://twitter.com/finslagorra_1" target="_blank">finslagorra_1</a>	13	0	1	1999	2036	27285	Santa Coloma de Queralt	001
@fj_fjnicolau	<a href="https://twitter.com/fj_fjnicolau" target="_blank">fj_fjnicolau</a>	2	0	1	37	130	2068	españa	215
@florencicosb	<a href="https://twitter.com/florencicosb" target="_blank">florencicosb</a>	26	0	2	282	361	41947	Olot	001
@flowersigh	<a href="https://twitter.com/flowersigh" target="_blank">flowersigh</a>	3	0	1	70	193	3859		218
@FlyingS14652197	<a href="https://twitter.com/FlyingS14652197" target="_blank">FlyingS14652197</a>	29	0	2	44	224	2354	巴塞罗那 Barcelona Catalonia	001
@fonamental	<a href="https://twitter.com/fonamental" target="_blank">fonamental</a>	6	0	1	2158	1252	20922	Sant Feliu de Llobregat	114
@fopiga	<a href="https://twitter.com/fopiga" target="_blank">fopiga</a>	11	0	1	340	648	30055	Barcelona	241
@forescat	<a href="https://twitter.com/forescat" target="_blank">forescat</a>	1	0	1	83	81	864		008
@Forest_roure	<a href="https://twitter.com/Forest_roure" target="_blank">Forest_roure</a>	5	0	1	555	973	1618	Santpedor	008
@fpcinty	<a href="https://twitter.com/fpcinty" target="_blank">fpcinty</a>	2	0	2	3	72	97		001
@fragoneste	<a href="https://twitter.com/fragoneste" target="_blank">fragoneste</a>	8	0	1	14	46	2541		001
@FraJeremies	<a href="https://twitter.com/FraJeremies" target="_blank">FraJeremies</a>	5	0	1	5264	1751	40332	Sant Urró del Pinetell, CAT	007
@Francesc_Coll	<a href="https://twitter.com/Francesc_Coll" target="_blank">Francesc_Coll</a>	3	0	1	1463	1364	1488	Catalunya	008
@francesc130	<a href="https://twitter.com/francesc130" target="_blank">francesc130</a>	29	0	2	2377	2471	176043	Sant Just Desvern	005
@francesccapde	<a href="https://twitter.com/francesccapde" target="_blank">francesccapde</a>	2	0	1	80	172	6341	Vilanova de Bellpuig	069
@francescmanya	<a href="https://twitter.com/francescmanya" target="_blank">francescmanya</a>	13	0	1	105	330	12041	Barcelonès	007
@francescms	<a href="https://twitter.com/francescms" target="_blank">francescms</a>	5	0	1	1811	497	77943		228
@francescmuntada	<a href="https://twitter.com/francescmuntada" target="_blank">francescmuntada</a>	1	0	1	4649	5109	14406	Catalunya	084
@Franciscugarcia	<a href="https://twitter.com/Franciscugarcia" target="_blank">Franciscugarcia</a>	2	11	0	9178	8176	33290	Barcelona (Catalunya)	069
@freaking_gyb	<a href="https://twitter.com/freaking_gyb" target="_blank">freaking_gyb</a>	3	0	1	623	760	9137	Catalunya	001
@Free_Piolin	<a href="https://twitter.com/Free_Piolin" target="_blank">Free_Piolin</a>	0	1	0					208
@free4cata	<a href="https://twitter.com/free4cata" target="_blank">free4cata</a>	1	0	1	13	126	584	Catalunya	001
@FreeThinker2030	<a href="https://twitter.com/FreeThinker2030" target="_blank">FreeThinker2030</a>	7	0	1	883	2092	23958		001
